Season,Team,Round.Number,Season.Points,Score.For,Score.Against,Percentage,Ladder.Position
2015,Melbourne,21,24,1416,1859,0.7616998386229156,14
2015,Essendon,21,20,1438,1968,0.7306910569105691,15
2015,Gold Coast,21,18,1518,2025,0.7496296296296296,16
2015,Carlton,21,16,1418,2109,0.6723565670934092,17
2015,Brisbane Lions,21,12,1365,2050,0.6658536585365854,18
2015,Fremantle,22,68,1804,1442,1.2510402219140084,1
2015,West Coast,22,62,2205,1542,1.4299610894941635,2
2015,Hawthorn,22,60,2339,1492,1.5676943699731904,3
2015,Sydney,22,60,1879,1514,1.2410832232496698,4
2015,Richmond,22,56,1822,1501,1.2138574283810792,5
2015,Footscray,22,56,1979,1695,1.167551622418879,6
2015,Adelaide,22,52,2027,1702,1.190951821386604,7
2015,North Melbourne,22,52,1995,1829,1.0907599781301258,8
2015,Port Adelaide,22,44,1880,1821,1.0323997803404723,9
2015,GWS,22,44,1795,1788,1.0039149888143177,10
2015,Geelong,22,42,1734,1753,0.9891614375356532,11
2015,Collingwood,22,40,1880,1761,1.0675752413401476,12
2015,St Kilda,22,26,1665,2037,0.8173784977908689,13
2015,Melbourne,22,24,1470,1967,0.7473309608540926,14
2015,Essendon,22,20,1485,2042,0.7272282076395691,15
2015,Gold Coast,22,18,1569,2113,0.7425461429247515,16
2015,Carlton,22,16,1469,2241,0.6555109326193663,17
2015,Brisbane Lions,22,12,1427,2184,0.6533882783882784,18
2015,Fremantle,23,68,1857,1564,1.1873401534526855,1
2015,West Coast,23,66,2330,1572,1.4821882951653944,2
2015,Hawthorn,23,64,2452,1548,1.5839793281653747,3
2015,Sydney,23,64,2006,1578,1.2712294043092522,4
2015,Richmond,23,60,1930,1568,1.2308673469387754,5
2015,Footscray,23,56,2101,1825,1.1512328767123288,6
2015,Adelaide,23,52,2107,1821,1.157056562328391,7
2015,North Melbourne,23,52,2062,1937,1.064532782653588,8
2015,Port Adelaide,23,48,2002,1874,1.0683030949839916,9
2015,Geelong,23,46,1853,1833,1.010911074740862,10
2015,GWS,23,44,1872,1891,0.9899524061343205,11
2015,Collingwood,23,40,1972,1856,1.0625,12
2015,Melbourne,23,28,1573,2044,0.7695694716242661,13
2015,St Kilda,23,26,1695,2162,0.7839962997224792,14
2015,Essendon,23,24,1580,2134,0.7403936269915652,15
2015,Gold Coast,23,18,1633,2240,0.7290178571428572,16
2015,Brisbane Lions,23,16,1557,2306,0.6751951431049437,17
2015,Carlton,23,16,1525,2354,0.6478334749362786,18
2016,Footscray,1,4,103,38,2.710526315789474,1
2016,Sydney,1,4,133,53,2.509433962264151,2
2016,Gold Coast,1,4,121,60,2.0166666666666666,3
2016,West Coast,1,4,166,102,1.6274509803921569,4
2016,Geelong,1,4,116,86,1.3488372093023255,5
2016,Port Adelaide,1,4,133,100,1.33,6
2016,Richmond,1,4,92,83,1.108433734939759,7
2016,North Melbourne,1,4,107,97,1.1030927835051547,8
2016,Melbourne,1,4,80,78,1.0256410256410255,9
2016,GWS,1,0,78,80,0.975,10
2016,Adelaide,1,0,97,107,0.9065420560747663,11
2016,Carlton,1,0,83,92,0.9021739130434783,12
2016,St Kilda,1,0,100,133,0.7518796992481203,13
2016,Hawthorn,1,0,86,116,0.7413793103448276,14
2016,Brisbane Lions,1,0,102,166,0.6144578313253012,15
2016,Essendon,1,0,60,121,0.49586776859504134,16
2016,Collingwood,1,0,53,133,0.39849624060150374,17
2016,Fremantle,1,0,38,103,0.36893203883495146,18
2016,Footscray,2,8,196,74,2.6486486486486487,1
2016,Sydney,2,8,264,124,2.129032258064516,2
2016,Gold Coast,2,8,247,160,1.54375,3
2016,North Melbourne,2,8,224,180,1.2444444444444445,4
2016,Adelaide,2,4,241,193,1.2487046632124352,5
2016,Geelong,2,4,192,175,1.0971428571428572,6
2016,Hawthorn,2,4,185,169,1.0946745562130178,7
2016,West Coast,2,4,219,201,1.0895522388059702,8
2016,GWS,2,4,167,156,1.0705128205128205,9
2016,Richmond,2,4,178,170,1.0470588235294118,10
2016,Melbourne,2,4,147,158,0.930379746835443,11
2016,Port Adelaide,2,4,219,244,0.8975409836065574,12
2016,Essendon,2,4,140,188,0.7446808510638298,13
2016,Collingwood,2,4,140,219,0.639269406392694,14
2016,Carlton,2,0,154,223,0.6905829596412556,15
2016,Brisbane Lions,2,0,185,283,0.6537102473498233,16
2016,Fremantle,2,0,138,229,0.6026200873362445,17
2016,St Kilda,2,0,136,226,0.6017699115044248,18
2016,Sydney,3,12,357,192,1.859375,1
2016,Gold Coast,3,12,342,201,1.7014925373134329,2
2016,North Melbourne,3,12,360,311,1.157556270096463,3
2016,Footscray,3,8,286,167,1.7125748502994012,4
2016,Geelong,3,8,317,231,1.3722943722943723,5
2016,Adelaide,3,8,369,285,1.2947368421052632,6
2016,West Coast,3,8,311,260,1.1961538461538461,7
2016,Port Adelaide,3,8,331,295,1.1220338983050848,8
2016,Hawthorn,3,8,278,259,1.0733590733590734,9
2016,Melbourne,3,4,278,294,0.9455782312925171,10
2016,GWS,3,4,235,249,0.9437751004016064,11
2016,Richmond,3,4,270,298,0.9060402684563759,12
2016,St Kilda,3,4,255,316,0.8069620253164557,13
2016,Collingwood,3,4,230,338,0.6804733727810651,14
2016,Essendon,3,4,191,300,0.6366666666666667,15
2016,Fremantle,3,0,197,321,0.6137071651090342,16
2016,Carlton,3,0,195,318,0.6132075471698113,17
2016,Brisbane Lions,3,0,241,408,0.5906862745098039,18
2016,North Melbourne,4,16,492,412,1.1941747572815533,1
2016,Footscray,4,12,371,216,1.7175925925925926,2
2016,Sydney,4,12,460,305,1.5081967213114753,3
2016,Geelong,4,12,389,273,1.424908424908425,4
2016,Gold Coast,4,12,436,308,1.4155844155844155,5
2016,West Coast,4,12,436,317,1.3753943217665616,6
2016,Adelaide,4,12,482,388,1.2422680412371134,7
2016,Hawthorn,4,12,365,343,1.064139941690962,8
2016,GWS,4,8,386,314,1.2292993630573248,9
2016,Melbourne,4,8,380,361,1.0526315789473684,10
2016,Port Adelaide,4,8,396,446,0.8878923766816144,11
2016,St Kilda,4,4,339,403,0.8411910669975186,12
2016,Richmond,4,4,327,423,0.7730496453900709,13
2016,Brisbane Lions,4,4,348,502,0.6932270916334662,14
2016,Collingwood,4,4,297,440,0.675,15
2016,Essendon,4,4,233,372,0.6263440860215054,16
2016,Fremantle,4,0,298,453,0.6578366445916115,17
2016,Carlton,4,0,244,403,0.6054590570719603,18
2016,North Melbourne,5,20,611,493,1.2393509127789046,1
2016,Footscray,5,16,491,283,1.734982332155477,2
2016,Sydney,5,16,548,354,1.5480225988700564,3
2016,Geelong,5,16,496,332,1.4939759036144578,4
2016,Hawthorn,5,16,477,452,1.0553097345132743,5
2016,GWS,5,12,512,393,1.3027989821882953,6
2016,Gold Coast,5,12,517,427,1.2107728337236534,7
2016,West Coast,5,12,485,405,1.1975308641975309,8
2016,Adelaide,5,12,591,500,1.182,9
2016,Melbourne,5,12,509,457,1.113785557986871,10
2016,Collingwood,5,8,439,513,0.8557504873294347,11
2016,Port Adelaide,5,8,455,553,0.8227848101265823,12
2016,St Kilda,5,4,418,529,0.7901701323251418,13
2016,Richmond,5,4,423,552,0.7663043478260869,14
2016,Carlton,5,4,316,471,0.6709129511677282,15
2016,Brisbane Lions,5,4,415,622,0.6672025723472669,16
2016,Essendon,5,4,306,514,0.5953307392996109,17
2016,Fremantle,5,0,366,525,0.6971428571428572,18
2016,North Melbourne,6,24,672,538,1.2490706319702602,1
2016,Geelong,6,20,664,380,1.7473684210526317,2
2016,Sydney,6,20,645,448,1.4397321428571428,3
2016,Footscray,6,16,536,344,1.558139534883721,4
2016,GWS,6,16,670,476,1.4075630252100841,5
2016,West Coast,6,16,609,467,1.3040685224839401,6
2016,Adelaide,6,16,688,564,1.2198581560283688,7
2016,Hawthorn,6,16,560,610,0.9180327868852459,8
2016,Melbourne,6,12,605,592,1.0219594594594594,9
2016,Gold Coast,6,12,565,595,0.9495798319327731,10
2016,Port Adelaide,6,12,549,612,0.8970588235294118,11
2016,St Kilda,6,8,553,625,0.8848,12
2016,Collingwood,6,8,501,637,0.7864992150706437,13
2016,Carlton,6,8,388,528,0.7348484848484849,14
2016,Richmond,6,4,482,646,0.7461300309597523,15
2016,Brisbane Lions,6,4,509,719,0.7079276773296245,16
2016,Essendon,6,4,363,586,0.6194539249146758,17
2016,Fremantle,6,0,430,622,0.6913183279742765,18
2016,North Melbourne,7,28,754,613,1.2300163132137032,1
2016,Geelong,7,24,787,459,1.7145969498910676,2
2016,Sydney,7,24,780,502,1.5537848605577689,3
2016,Footscray,7,20,659,452,1.4579646017699115,4
2016,GWS,7,20,765,553,1.383363471971067,5
2016,Hawthorn,7,20,696,700,0.9942857142857143,6
2016,West Coast,7,16,688,590,1.1661016949152543,7
2016,Adelaide,7,16,796,687,1.1586608442503639,8
2016,Melbourne,7,16,765,679,1.1266568483063328,9
2016,Port Adelaide,7,16,685,671,1.0208643815201193,10
2016,Gold Coast,7,12,652,755,0.8635761589403973,11
2016,Carlton,7,12,487,612,0.795751633986928,12
2016,St Kilda,7,8,628,707,0.8882602545968883,13
2016,Collingwood,7,8,585,736,0.7948369565217391,14
2016,Richmond,7,4,572,782,0.731457800511509,15
2016,Brisbane Lions,7,4,568,855,0.664327485380117,16
2016,Essendon,7,4,417,721,0.5783633841886269,17
2016,Fremantle,7,0,507,717,0.7071129707112971,18
2016,North Melbourne,8,32,828,673,1.2303120356612185,1
2016,Geelong,8,28,885,531,1.6666666666666667,2
2016,GWS,8,24,914,611,1.4959083469721768,3
2016,Sydney,8,24,880,603,1.4593698175787728,4
2016,Footscray,8,24,773,534,1.4475655430711611,5
2016,Hawthorn,8,24,812,775,1.047741935483871,6
2016,West Coast,8,20,820,619,1.3247172859450727,7
2016,Adelaide,8,16,868,785,1.105732484076433,8
2016,Melbourne,8,16,847,793,1.0680958385876418,9
2016,Port Adelaide,8,16,776,764,1.0157068062827226,10
2016,Carlton,8,16,580,703,0.8250355618776671,11
2016,Collingwood,8,12,728,801,0.9088639200998752,12
2016,Gold Coast,8,12,710,904,0.7853982300884956,13
2016,St Kilda,8,8,657,839,0.7830750893921334,14
2016,Richmond,8,8,673,882,0.7630385487528345,15
2016,Brisbane Lions,8,4,633,998,0.6342685370741483,16
2016,Essendon,8,4,477,795,0.6,17
2016,Fremantle,8,0,582,833,0.6986794717887155,18
2016,North Melbourne,9,36,941,719,1.3087621696801113,1
2016,Geelong,9,28,965,635,1.5196850393700787,2
2016,GWS,9,28,1012,684,1.4795321637426901,3
2016,Sydney,9,28,949,658,1.4422492401215805,4
2016,Footscray,9,24,846,632,1.3386075949367089,5
2016,West Coast,9,24,914,705,1.29645390070922,6
2016,Hawthorn,9,24,867,844,1.0272511848341233,7
2016,Adelaide,9,20,1017,859,1.1839348079161816,8
2016,Melbourne,9,20,978,861,1.1358885017421603,9
2016,Port Adelaide,9,16,862,858,1.0046620046620047,10
2016,Collingwood,9,16,832,881,0.9443813847900113,11
2016,Carlton,9,16,626,816,0.7671568627450981,12
2016,St Kilda,9,12,766,902,0.8492239467849224,13
2016,Richmond,9,12,756,927,0.8155339805825242,14
2016,Gold Coast,9,12,784,1053,0.7445394112060779,15
2016,Brisbane Lions,9,4,701,1129,0.620903454384411,16
2016,Essendon,9,4,540,904,0.5973451327433629,17
2016,Fremantle,9,0,627,916,0.6844978165938864,18
2016,North Melbourne,10,36,1006,810,1.2419753086419754,1
2016,Sydney,10,32,1040,723,1.438450899031812,2
2016,Geelong,10,28,1050,739,1.4208389715832206,3
2016,GWS,10,28,1097,791,1.3868520859671303,4
2016,West Coast,10,28,1046,760,1.3763157894736842,5
2016,Footscray,10,28,920,685,1.3430656934306568,6
2016,Hawthorn,10,28,1002,931,1.0762620837808807,7
2016,Adelaide,10,24,1124,944,1.1906779661016949,8
2016,Melbourne,10,20,1054,982,1.0733197556008147,9
2016,Port Adelaide,10,20,983,934,1.0524625267665952,10
2016,Carlton,10,20,730,901,0.8102108768035516,11
2016,Collingwood,10,16,885,955,0.9267015706806283,12
2016,St Kilda,10,16,867,969,0.8947368421052632,13
2016,Richmond,10,16,861,994,0.8661971830985915,14
2016,Gold Coast,10,12,839,1185,0.7080168776371308,15
2016,Brisbane Lions,10,4,788,1264,0.6234177215189873,16
2016,Essendon,10,4,607,1009,0.6015857284440039,17
2016,Fremantle,10,0,694,1017,0.6823992133726647,18
2016,North Melbourne,11,40,1130,864,1.3078703703703705,1
2016,Sydney,11,36,1119,764,1.4646596858638743,2
2016,Geelong,11,32,1148,827,1.388149939540508,3
2016,Footscray,11,32,1003,760,1.319736842105263,4
2016,Hawthorn,11,32,1084,995,1.0894472361809044,5
2016,GWS,11,28,1185,889,1.3329583802024747,6
2016,West Coast,11,28,1121,843,1.3297746144721234,7
2016,Adelaide,11,28,1257,989,1.2709807886754296,8
2016,Port Adelaide,11,24,1108,992,1.1169354838709677,9
2016,Carlton,11,24,832,965,0.8621761658031089,10
2016,Melbourne,11,20,1118,1064,1.050751879699248,11
2016,Collingwood,11,16,943,1080,0.8731481481481481,12
2016,St Kilda,11,16,912,1102,0.8275862068965517,13
2016,Richmond,11,16,915,1118,0.8184257602862254,14
2016,Gold Coast,11,12,880,1264,0.6962025316455697,15
2016,Fremantle,11,4,820,1064,0.7706766917293233,16
2016,Brisbane Lions,11,4,852,1366,0.623718887262079,17
2016,Essendon,11,4,654,1135,0.5762114537444933,18
2016,North Melbourne,12,40,1204,969,1.2425180598555212,1
2016,Geelong,12,36,1253,901,1.390677025527192,2
2016,Sydney,12,36,1182,869,1.3601841196777906,3
2016,Footscray,12,36,1103,857,1.2870478413068844,4
2016,Hawthorn,12,36,1235,1038,1.1897880539499037,5
2016,GWS,12,32,1290,952,1.3550420168067228,6
2016,Adelaide,12,32,1362,1065,1.2788732394366198,7
2016,West Coast,12,28,1197,948,1.2626582278481013,8
2016,Port Adelaide,12,24,1205,1092,1.1034798534798536,9
2016,Melbourne,12,24,1222,1122,1.089126559714795,10
2016,Carlton,12,24,910,1075,0.8465116279069768,11
2016,St Kilda,12,20,1022,1180,0.8661016949152542,12
2016,Richmond,12,20,1029,1215,0.8469135802469135,13
2016,Collingwood,12,16,1001,1184,0.8454391891891891,14
2016,Gold Coast,12,12,977,1378,0.7089985486211902,15
2016,Fremantle,12,8,967,1128,0.8572695035460993,16
2016,Brisbane Lions,12,4,916,1513,0.6054196959682749,17
2016,Essendon,12,4,697,1286,0.5419906687402799,18
2016,Geelong,13,40,1353,944,1.4332627118644068,1
2016,Sydney,13,40,1268,900,1.4088888888888889,2
2016,North Melbourne,13,40,1288,1062,1.2128060263653484,3
2016,Hawthorn,13,40,1328,1122,1.1836007130124777,4
2016,GWS,13,36,1407,1042,1.3502879078694818,5
2016,Footscray,13,36,1146,957,1.1974921630094044,6
2016,West Coast,13,32,1328,1030,1.2893203883495146,7
2016,Adelaide,13,32,1362,1065,1.2788732394366198,8
2016,Port Adelaide,13,24,1274,1178,1.0814940577249577,9
2016,Melbourne,13,24,1253,1208,1.0372516556291391,10
2016,Carlton,13,24,910,1075,0.8465116279069768,11
2016,St Kilda,13,20,1022,1180,0.8661016949152542,12
2016,Richmond,13,20,1029,1215,0.8469135802469135,13
2016,Collingwood,13,16,1001,1184,0.8454391891891891,14
2016,Fremantle,13,12,1053,1197,0.8796992481203008,15
2016,Gold Coast,13,12,977,1378,0.7089985486211902,16
2016,Brisbane Lions,13,4,998,1644,0.6070559610705596,17
2016,Essendon,13,4,787,1403,0.5609408410548824,18
2016,Hawthorn,14,44,1414,1182,1.1962774957698816,1
2016,Sydney,14,40,1268,900,1.4088888888888889,2
2016,Geelong,14,40,1443,1037,1.3915139826422371,3
2016,GWS,14,40,1534,1107,1.3857271906052393,4
2016,North Melbourne,14,40,1355,1162,1.166092943201377,5
2016,Adelaide,14,36,1462,1132,1.2915194346289753,6
2016,Footscray,14,36,1146,957,1.1974921630094044,7
2016,West Coast,14,32,1328,1030,1.2893203883495146,8
2016,Port Adelaide,14,24,1274,1178,1.0814940577249577,9
2016,Melbourne,14,24,1253,1208,1.0372516556291391,10
2016,Richmond,14,24,1146,1290,0.8883720930232558,11
2016,St Kilda,14,24,1115,1270,0.8779527559055118,12
2016,Carlton,14,24,975,1202,0.8111480865224625,13
2016,Collingwood,14,20,1086,1221,0.8894348894348895,14
2016,Fremantle,14,12,1090,1282,0.8502340093603744,15
2016,Gold Coast,14,12,1037,1464,0.7083333333333334,16
2016,Brisbane Lions,14,4,1073,1761,0.60931289040318,17
2016,Essendon,14,4,787,1403,0.5609408410548824,18
2016,Hawthorn,15,44,1414,1182,1.1962774957698816,1
2016,Geelong,15,40,1443,1037,1.3915139826422371,2
2016,GWS,15,40,1534,1107,1.3857271906052393,3
2016,Sydney,15,40,1347,983,1.37029501525941,4
2016,Adelaide,15,40,1582,1230,1.2861788617886178,5
2016,Footscray,15,40,1229,1036,1.1862934362934363,6
2016,North Melbourne,15,40,1355,1162,1.166092943201377,7
2016,West Coast,15,36,1458,1082,1.3475046210720887,8
2016,Port Adelaide,15,28,1368,1234,1.1085899513776336,9
2016,Melbourne,15,24,1351,1328,1.0173192771084338,10
2016,Collingwood,15,24,1143,1266,0.9028436018957346,11
2016,Richmond,15,24,1202,1384,0.8684971098265896,12
2016,St Kilda,15,24,1183,1378,0.8584905660377359,13
2016,Carlton,15,24,1020,1259,0.8101667990468626,14
2016,Gold Coast,15,16,1145,1532,0.7473890339425587,15
2016,Fremantle,15,12,1090,1282,0.8502340093603744,16
2016,Brisbane Lions,15,4,1073,1761,0.60931289040318,17
2016,Essendon,15,4,839,1533,0.5472928897586432,18
2016,Hawthorn,16,48,1515,1261,1.2014274385408406,1
2016,Sydney,16,44,1445,1043,1.3854266538830298,2
2016,Adelaide,16,44,1689,1277,1.3226311667971808,3
2016,Footscray,16,44,1314,1111,1.1827182718271827,4
2016,West Coast,16,40,1562,1154,1.3535528596187174,5
2016,Geelong,16,40,1503,1135,1.3242290748898677,6
2016,GWS,16,40,1627,1232,1.3206168831168832,7
2016,North Melbourne,16,40,1427,1266,1.1271721958925751,8
2016,Port Adelaide,16,28,1447,1335,1.0838951310861422,9
2016,Melbourne,16,28,1438,1383,1.039768618944324,10
2016,Collingwood,16,28,1268,1359,0.9330389992641648,11
2016,St Kilda,16,28,1292,1476,0.8753387533875339,12
2016,Richmond,16,24,1277,1469,0.8692988427501702,13
2016,Carlton,16,24,1067,1366,0.781112737920937,14
2016,Gold Coast,16,20,1284,1645,0.780547112462006,15
2016,Fremantle,16,12,1145,1369,0.8363769174579986,16
2016,Brisbane Lions,16,4,1186,1900,0.6242105263157894,17
2016,Essendon,16,4,937,1642,0.5706455542021924,18
2016,Hawthorn,17,52,1590,1331,1.1945905334335087,1
2016,Adelaide,17,48,1786,1346,1.326894502228826,2
2016,Footscray,17,48,1421,1170,1.2145299145299144,3
2016,GWS,17,44,1773,1299,1.3648960739030023,4
2016,Sydney,17,44,1515,1118,1.355098389982111,5
2016,West Coast,17,44,1644,1229,1.337672904800651,6
2016,Geelong,17,44,1581,1196,1.3219063545150502,7
2016,North Melbourne,17,40,1504,1371,1.0970094821298322,8
2016,Port Adelaide,17,32,1552,1412,1.0991501416430596,9
2016,St Kilda,17,32,1402,1550,0.9045161290322581,10
2016,Melbourne,17,28,1512,1493,1.012726054922974,11
2016,Collingwood,17,28,1337,1456,0.9182692307692307,12
2016,Richmond,17,28,1379,1552,0.8885309278350515,13
2016,Carlton,17,24,1142,1448,0.7886740331491713,14
2016,Gold Coast,17,20,1343,1752,0.7665525114155252,15
2016,Fremantle,17,12,1206,1447,0.8334485141672425,16
2016,Brisbane Lions,17,4,1253,2046,0.6124144672531769,17
2016,Essendon,17,4,1020,1744,0.5848623853211009,18
2016,Hawthorn,18,56,1704,1375,1.2392727272727273,1
2016,GWS,18,48,1852,1359,1.362766740250184,2
2016,Sydney,18,48,1589,1186,1.3397976391231028,3
2016,Geelong,18,48,1666,1251,1.3317346123101519,4
2016,West Coast,18,48,1710,1289,1.3266097750193948,5
2016,Adelaide,18,48,1841,1431,1.286512928022362,6
2016,Footscray,18,48,1481,1245,1.189558232931727,7
2016,North Melbourne,18,44,1628,1455,1.1189003436426117,8
2016,St Kilda,18,36,1477,1610,0.9173913043478261,9
2016,Port Adelaide,18,32,1612,1491,1.0811535881958416,10
2016,Melbourne,18,28,1572,1559,1.008338678640154,11
2016,Collingwood,18,28,1421,1580,0.899367088607595,12
2016,Richmond,18,28,1423,1666,0.8541416566626651,13
2016,Carlton,18,24,1210,1522,0.7950065703022339,14
2016,Gold Coast,18,24,1448,1833,0.789961811238407,15
2016,Fremantle,18,12,1287,1552,0.8292525773195877,16
2016,Brisbane Lions,18,8,1381,2137,0.6462330369677117,17
2016,Essendon,18,4,1111,1872,0.593482905982906,18
2016,Hawthorn,19,60,1778,1430,1.2433566433566434,1
2016,GWS,19,52,1963,1382,1.4204052098408104,2
2016,Sydney,19,52,1726,1233,1.399837793998378,3
2016,Geelong,19,52,1769,1329,1.3310759969902182,4
2016,Adelaide,19,52,1984,1492,1.3297587131367292,5
2016,West Coast,19,48,1782,1380,1.291304347826087,6
2016,Footscray,19,48,1559,1348,1.1565281899109792,7
2016,North Melbourne,19,48,1713,1517,1.1292023731048122,8
2016,Port Adelaide,19,36,1785,1570,1.1369426751592357,9
2016,St Kilda,19,36,1539,1695,0.9079646017699115,10
2016,Melbourne,19,32,1638,1623,1.009242144177449,11
2016,Collingwood,19,32,1512,1652,0.9152542372881356,12
2016,Richmond,19,28,1446,1777,0.8137310073157006,13
2016,Gold Coast,19,24,1512,1899,0.7962085308056872,14
2016,Carlton,19,24,1265,1596,0.7926065162907269,15
2016,Fremantle,19,12,1334,1689,0.7898164594434577,16
2016,Brisbane Lions,19,8,1460,2310,0.6320346320346321,17
2016,Essendon,19,4,1172,2015,0.5816377171215881,18
2016,Hawthorn,20,60,1859,1540,1.207142857142857,1
2016,Sydney,20,56,1826,1266,1.4423380726698263,2
2016,Adelaide,20,56,2161,1531,1.411495754408883,3
2016,GWS,20,56,2055,1466,1.4017735334242838,4
2016,Geelong,20,56,1869,1363,1.3712399119589143,5
2016,West Coast,20,52,1892,1444,1.3102493074792243,6
2016,Footscray,20,52,1620,1395,1.1612903225806452,7
2016,North Melbourne,20,48,1760,1578,1.1153358681875791,8
2016,St Kilda,20,40,1661,1746,0.9513172966781214,9
2016,Port Adelaide,20,36,1818,1670,1.0886227544910179,10
2016,Melbourne,20,36,1748,1704,1.0258215962441315,11
2016,Collingwood,20,32,1589,1744,0.9111238532110092,12
2016,Richmond,20,32,1538,1854,0.8295577130528586,13
2016,Gold Coast,20,24,1596,1991,0.801607232546459,14
2016,Carlton,20,24,1316,1718,0.7660069848661234,15
2016,Fremantle,20,12,1398,1799,0.7770983879933296,16
2016,Brisbane Lions,20,8,1499,2487,0.6027342179332529,17
2016,Essendon,20,4,1206,2115,0.5702127659574469,18
2016,Hawthorn,21,64,1955,1597,1.224170319348779,1
2016,Sydney,21,60,1972,1342,1.4694485842026825,2
2016,Adelaide,21,60,2303,1601,1.4384759525296689,3
2016,Geelong,21,60,1951,1441,1.3539208882720333,4
2016,GWS,21,56,2151,1563,1.3761996161228407,5
2016,West Coast,21,56,1989,1540,1.2915584415584416,6
2016,Footscray,21,56,1715,1487,1.1533288500336247,7
2016,North Melbourne,21,48,1817,1674,1.0854241338112305,8
2016,Melbourne,21,40,1842,1758,1.0477815699658704,9
2016,St Kilda,21,40,1737,1892,0.9180761099365751,10
2016,Port Adelaide,21,36,1872,1764,1.0612244897959184,11
2016,Collingwood,21,32,1681,1839,0.9140837411636759,12
2016,Richmond,21,32,1616,1936,0.8347107438016529,13
2016,Gold Coast,21,24,1665,2066,0.8059051306873185,14
2016,Carlton,21,24,1411,1817,0.7765547605943863,15
2016,Fremantle,21,12,1468,1941,0.7563111798042246,16
2016,Brisbane Lions,21,12,1598,2582,0.6189000774593338,17
2016,Essendon,21,8,1281,2184,0.5865384615384616,18
2016,Sydney,22,64,2057,1418,1.4506346967559944,1
2016,Adelaide,22,64,2412,1695,1.4230088495575222,2
2016,Geelong,22,64,2080,1510,1.3774834437086092,3
2016,Hawthorn,22,64,2022,1689,1.197158081705151,4
2016,GWS,22,60,2280,1600,1.425,5
2016,West Coast,22,60,2081,1607,1.2949595519601742,6
2016,Footscray,22,60,1808,1540,1.174025974025974,7
2016,North Melbourne,22,48,1893,1759,1.076179647527004,8
2016,St Kilda,22,44,1792,1938,0.9246646026831785,9
2016,Melbourne,22,40,1900,1836,1.0348583877995643,10
2016,Port Adelaide,22,36,1966,1873,1.0496529631607048,11
2016,Collingwood,22,36,1799,1886,0.9538706256627784,12
2016,Richmond,22,32,1662,1991,0.8347564038171773,13
2016,Carlton,22,28,1489,1875,0.7941333333333334,14
2016,Gold Coast,22,24,1712,2184,0.7838827838827839,15
2016,Fremantle,22,12,1505,2070,0.7270531400966184,16
2016,Brisbane Lions,22,12,1667,2711,0.6149022500922169,17
2016,Essendon,22,8,1334,2277,0.5858585858585859,18
2016,Sydney,23,68,2221,1469,1.5119128658951668,1
2016,Geelong,23,68,2235,1554,1.4382239382239381,2
2016,Hawthorn,23,68,2134,1800,1.1855555555555555,3
2016,GWS,23,64,2380,1663,1.4311485267588695,4
2016,Adelaide,23,64,2483,1795,1.3832869080779944,5
2016,West Coast,23,64,2181,1678,1.299761620977354,6
2016,Footscray,23,60,1857,1609,1.1541330018645122,7
2016,North Melbourne,23,48,1956,1859,1.052178590640129,8
2016,St Kilda,23,48,1953,2041,0.9568838804507594,9
2016,Port Adelaide,23,40,2055,1939,1.0598246518824137,10
2016,Melbourne,23,40,1944,1991,0.9763937719738824,11
2016,Collingwood,23,36,1910,1998,0.955955955955956,12
2016,Richmond,23,32,1713,2155,0.7948955916473318,13
2016,Carlton,23,28,1568,1978,0.7927199191102123,14
2016,Gold Coast,23,24,1778,2273,0.7822261328640563,15
2016,Fremantle,23,16,1574,2119,0.7428032090608778,16
2016,Brisbane Lions,23,12,1770,2872,0.6162952646239555,17
2016,Essendon,23,12,1437,2356,0.6099320882852292,18
2017,Adelaide,1,4,147,91,1.6153846153846154,1
2017,Geelong,1,4,115,73,1.5753424657534247,2
2017,Richmond,1,4,132,89,1.4831460674157304,3
2017,West Coast,1,4,136,93,1.4623655913978495,4
2017,Port Adelaide,1,4,110,82,1.3414634146341464,5
2017,Melbourne,1,4,120,90,1.3333333333333333,6
2017,Essendon,1,4,116,91,1.2747252747252746,7
2017,Footscray,1,4,100,86,1.1627906976744187,8
2017,Brisbane Lions,1,4,98,96,1.0208333333333333,9
2017,Gold Coast,1,0,96,98,0.9795918367346939,10
2017,Collingwood,1,0,86,100,0.86,11
2017,Hawthorn,1,0,91,116,0.7844827586206896,12
2017,St Kilda,1,0,90,120,0.75,13
2017,Sydney,1,0,82,110,0.7454545454545455,14
2017,North Melbourne,1,0,93,136,0.6838235294117647,15
2017,Carlton,1,0,89,132,0.6742424242424242,16
2017,Fremantle,1,0,73,115,0.6347826086956522,17
2017,GWS,1,0,91,147,0.6190476190476191,18
2017,Port Adelaide,2,8,255,138,1.8478260869565217,1
2017,Adelaide,2,8,260,180,1.4444444444444444,2
2017,Richmond,2,8,231,169,1.3668639053254439,3
2017,Melbourne,2,8,206,154,1.3376623376623376,4
2017,West Coast,2,8,252,190,1.3263157894736841,5
2017,Essendon,2,8,227,175,1.2971428571428572,6
2017,Geelong,2,8,227,184,1.233695652173913,7
2017,Footscray,2,8,210,173,1.2138728323699421,8
2017,GWS,2,4,251,205,1.224390243902439,9
2017,Brisbane Lions,2,4,182,207,0.8792270531400966,10
2017,Collingwood,2,0,166,199,0.8341708542713567,11
2017,North Melbourne,2,0,204,248,0.8225806451612904,12
